"﻿""Donorregistratie""","""Perioden""","""Regio's""","""Donorregister, vastgelegde keuze (x 1 000)""" 
"""Totaal wel of niet geregistreerd""","""2021*""","""Wijdemeren""","21,6"
"""Totaal wel of niet geregistreerd""","""2019""","""Wijk bij Duurstede""","20,7"
"""Totaal wel of niet geregistreerd""","""2020""","""Wijk bij Duurstede""","20,9"
"""Totaal wel of niet geregistreerd""","""2021*""","""Wijk bij Duurstede""","20,9"
"""Totaal wel of niet geregistreerd""","""2019""","""Winterswijk""","25,7"
"""Totaal wel of niet geregistreerd""","""2020""","""Winterswijk""","25,7"
"""Totaal wel of niet geregistreerd""","""2021*""","""Winterswijk""","25,9"
"""Totaal wel of niet geregistreerd""","""2019""","""Woensdrecht""","19,5"
"""Totaal wel of niet geregistreerd""","""2020""","""Woensdrecht""","19,5"
"""Totaal wel of niet geregistreerd""","""2021*""","""Woensdrecht""","19,7"
"""Totaal wel of niet geregistreerd""","""2019""","""Woerden""","44,9"
"""Totaal wel of niet geregistreerd""","""2020""","""Woerden""","45,1"
"""Totaal wel of niet geregistreerd""","""2021*""","""Woerden""","45,6"
"""Totaal wel of niet geregistreerd""","""2019""","""De Wolden""","21,3"
"""Totaal wel of niet geregistreerd""","""2020""","""De Wolden""","21,5"
"""Totaal wel of niet geregistreerd""","""2021*""","""De Wolden""","21,5"
"""Totaal wel of niet geregistreerd""","""2019""","""Wormerland""","14,5"
"""Totaal wel of niet geregistreerd""","""2020""","""Wormerland""","14,5"
"""Totaal wel of niet geregistreerd""","""2021*""","""Wormerland""","14,5"
"""Totaal wel of niet geregistreerd""","""2019""","""Woudenberg""","11,1"
"""Totaal wel of niet geregistreerd""","""2020""","""Woudenberg""","11,3"
"""Totaal wel of niet geregistreerd""","""2021*""","""Woudenberg""","11,5"
"""Totaal wel of niet geregistreerd""","""2019""","""Zaanstad""","135,2"
"""Totaal wel of niet geregistreerd""","""2020""","""Zaanstad""","136,1"
"""Totaal wel of niet geregistreerd""","""2021*""","""Zaanstad""","136,4"
"""Totaal wel of niet geregistreerd""","""2019""","""Zaltbommel""","24,4"
"""Totaal wel of niet geregistreerd""","""2020""","""Zaltbommel""","24,8"
"""Totaal wel of niet geregistreerd""","""2021*""","""Zaltbommel""","25,3"
"""Totaal wel of niet geregistreerd""","""2019""","""Zandvoort""","15,2"
"""Totaal wel of niet geregistreerd""","""2020""","""Zandvoort""","15,4"
"""Totaal wel of niet geregistreerd""","""2021*""","""Zandvoort""","15,4"
"""Totaal wel of niet geregistreerd""","""2019""","""Zeewolde""","19,3"
"""Totaal wel of niet geregistreerd""","""2020""","""Zeewolde""","19,6"
"""Totaal wel of niet geregistreerd""","""2021*""","""Zeewolde""","19,8"
"""Totaal wel of niet geregistreerd""","""2019""","""Zeist""","55,1"
"""Totaal wel of niet geregistreerd""","""2020""","""Zeist""",56
"""Totaal wel of niet geregistreerd""","""2021*""","""Zeist""","56,2"
"""Totaal wel of niet geregistreerd""","""2019""","""Zevenaar""","38,6"
"""Totaal wel of niet geregistreerd""","""2020""","""Zevenaar""","38,9"
"""Totaal wel of niet geregistreerd""","""2021*""","""Zevenaar""","39,2"
"""Totaal wel of niet geregistreerd""","""2019""","""Zoetermeer""","108,1"
"""Totaal wel of niet geregistreerd""","""2020""","""Zoetermeer""","108,5"
"""Totaal wel of niet geregistreerd""","""2021*""","""Zoetermeer""","108,6"
"""Totaal wel of niet geregistreerd""","""2019""","""Zoeterwoude""","7,5"
"""Totaal wel of niet geregistreerd""","""2020""","""Zoeterwoude""","7,6"
"""Totaal wel of niet geregistreerd""","""2021*""","""Zoeterwoude""","7,8"
"""Totaal wel of niet geregistreerd""","""2019""","""Zuidplas""","36,7"
"""Totaal wel of niet geregistreerd""","""2020""","""Zuidplas""","37,5"
"""Totaal wel of niet geregistreerd""","""2021*""","""Zuidplas""","38,4"
"""Totaal wel of niet geregistreerd""","""2019""","""Zundert""","19,3"
"""Totaal wel of niet geregistreerd""","""2020""","""Zundert""","19,5"
"""Totaal wel of niet geregistreerd""","""2021*""","""Zundert""","19,7"
"""Totaal wel of niet geregistreerd""","""2019""","""Zutphen""","42,1"
"""Totaal wel of niet geregistreerd""","""2020""","""Zutphen""","42,6"
"""Totaal wel of niet geregistreerd""","""2021*""","""Zutphen""","42,9"
"""Totaal wel of niet geregistreerd""","""2019""","""Zwartewaterland""","18,9"
"""Totaal wel of niet geregistreerd""","""2020""","""Zwartewaterland""",19
"""Totaal wel of niet geregistreerd""","""2021*""","""Zwartewaterland""","19,2"
"""Totaal wel of niet geregistreerd""","""2019""","""Zwijndrecht""","38,9"
"""Totaal wel of niet geregistreerd""","""2020""","""Zwijndrecht""",39
"""Totaal wel of niet geregistreerd""","""2021*""","""Zwijndrecht""",39
"""Totaal wel of niet geregistreerd""","""2019""","""Zwolle""","109,4"
"""Totaal wel of niet geregistreerd""","""2020""","""Zwolle""","110,9"
"""Totaal wel of niet geregistreerd""","""2021*""","""Zwolle""","112,2"
"""Geregistreerd in donorregister""","""2019""","""Aa en Hunze""","10,5"
"""Geregistreerd in donorregister""","""2020""","""Aa en Hunze""","11,3"
"""Geregistreerd in donorregister""","""2021*""","""Aa en Hunze""","16,4"
"""Geregistreerd in donorregister""","""2019""","""Aalsmeer""","11,2"
"""Geregistreerd in donorregister""","""2020""","""Aalsmeer""","12,1"
"""Geregistreerd in donorregister""","""2021*""","""Aalsmeer""","25,1"
"""Geregistreerd in donorregister""","""2019""","""Aalten""","10,8"
"""Geregistreerd in donorregister""","""2020""","""Aalten""","11,6"
"""Geregistreerd in donorregister""","""2021*""","""Aalten""","21,8"
"""Geregistreerd in donorregister""","""2019""","""Achtkarspelen""","8,7"
"""Geregistreerd in donorregister""","""2020""","""Achtkarspelen""","9,6"
"""Geregistreerd in donorregister""","""2021*""","""Achtkarspelen""","21,6"
"""Geregistreerd in donorregister""","""2019""","""Alblasserdam""","6,6"
"""Geregistreerd in donorregister""","""2020""","""Alblasserdam""","7,4"
"""Geregistreerd in donorregister""","""2021*""","""Alblasserdam""","15,5"
"""Geregistreerd in donorregister""","""2019""","""Albrandswaard""","8,7"
"""Geregistreerd in donorregister""","""2020""","""Albrandswaard""","9,6"
"""Geregistreerd in donorregister""","""2021*""","""Albrandswaard""","20,2"
"""Geregistreerd in donorregister""","""2019""","""Alkmaar""",43
"""Geregistreerd in donorregister""","""2020""","""Alkmaar""","46,8"
"""Geregistreerd in donorregister""","""2021*""","""Alkmaar""","89,2"
"""Geregistreerd in donorregister""","""2019""","""Almelo""","25,5"
"""Geregistreerd in donorregister""","""2020""","""Almelo""","27,9"
"""Geregistreerd in donorregister""","""2021*""","""Almelo""","58,7"
"""Geregistreerd in donorregister""","""2019""","""Almere""","68,1"
"""Geregistreerd in donorregister""","""2020""","""Almere""","76,5"
"""Geregistreerd in donorregister""","""2021*""","""Almere""","166,2"
"""Geregistreerd in donorregister""","""2019""","""Alphen aan den Rijn""","42,5"
"""Geregistreerd in donorregister""","""2020""","""Alphen aan den Rijn""","46,4"
"""Geregistreerd in donorregister""","""2021*""","""Alphen aan den Rijn""","89,8"
"""Geregistreerd in donorregister""","""2019""","""Alphen-Chaam""","4,2"
"""Geregistreerd in donorregister""","""2020""","""Alphen-Chaam""","4,5"
"""Geregistreerd in donorregister""","""2021*""","""Alphen-Chaam""","8,4"
"""Geregistreerd in donorregister""","""2019""","""Altena""","19,7"
"""Geregistreerd in donorregister""","""2020""","""Altena""","21,6"
"""Geregistreerd in donorregister""","""2021*""","""Altena""","44,3"
"""Geregistreerd in donorregister""","""2019""","""Ameland""","1,2"
"""Geregistreerd in donorregister""","""2020""","""Ameland""","1,3"
"""Geregistreerd in donorregister""","""2021*""","""Ameland""",3
"""Geregistreerd in donorregister""","""2019""","""Amersfoort""","60,6"
"""Geregistreerd in donorregister""","""2020""","""Amersfoort""","66,2"
"""Geregistreerd in donorregister""","""2021*""","""Amersfoort""",123
"""Geregistreerd in donorregister""","""2019""","""Amstelveen""","29,3"
"""Geregistreerd in donorregister""","""2020""","""Amstelveen""",31
"""Geregistreerd in donorregister""","""2021*""","""Amstelveen""","70,7"
"""Geregistreerd in donorregister""","""2019""","""Amsterdam""","274,1"
"""Geregistreerd in donorregister""","""2020""","""Amsterdam""","293,4"
"""Geregistreerd in donorregister""","""2021*""","""Amsterdam""","716,5"
"""Geregistreerd in donorregister""","""2019""","""Apeldoorn""","59,8"
"""Geregistreerd in donorregister""","""2020""","""Apeldoorn""","65,9"
"""Geregistreerd in donorregister""","""2021*""","""Apeldoorn""","132,9"
"""Geregistreerd in donorregister""","""2019""","""Arnhem""","58,9"
"""Geregistreerd in donorregister""","""2020""","""Arnhem""","64,8"
"""Geregistreerd in donorregister""","""2021*""","""Arnhem""","131,2"
"""Geregistreerd in donorregister""","""2019""","""Assen""","25,6"
"""Geregistreerd in donorregister""","""2020""","""Assen""","28,3"
"""Geregistreerd in donorregister""","""2021*""","""Assen""","54,9"
"""Geregistreerd in donorregister""","""2019""","""Asten""","6,9"
"""Geregistreerd in donorregister""","""2020""","""Asten""","7,4"
"""Geregistreerd in donorregister""","""2021*""","""Asten""","13,6"
"""Geregistreerd in donorregister""","""2019""","""Baarle-Nassau""","2,7"
"""Geregistreerd in donorregister""","""2020""","""Baarle-Nassau""","2,9"
"""Geregistreerd in donorregister""","""2021*""","""Baarle-Nassau""","5,7"
"""Geregistreerd in donorregister""","""2019""","""Baarn""","9,7"
"""Geregistreerd in donorregister""","""2020""","""Baarn""","10,5"
"""Geregistreerd in donorregister""","""2021*""","""Baarn""","19,9"
"""Geregistreerd in donorregister""","""2019""","""Barendrecht""","16,9"
"""Geregistreerd in donorregister""","""2020""","""Barendrecht""","18,6"
"""Geregistreerd in donorregister""","""2021*""","""Barendrecht""","37,7"
"""Geregistreerd in donorregister""","""2019""","""Barneveld""","17,6"
"""Geregistreerd in donorregister""","""2020""","""Barneveld""","19,7"
"""Geregistreerd in donorregister""","""2021*""","""Barneveld""","44,5"
"""Geregistreerd in donorregister""","""2019""","""Beek (L.)""","6,8"
"""Geregistreerd in donorregister""","""2020""","""Beek (L.)""","7,3"
"""Geregistreerd in donorregister""","""2021*""","""Beek (L.)""","13,4"
"""Geregistreerd in donorregister""","""2019""","""Beekdaelen""",15
"""Geregistreerd in donorregister""","""2020""","""Beekdaelen""","16,2"
"""Geregistreerd in donorregister""","""2021*""","""Beekdaelen""","30,1"
"""Geregistreerd in donorregister""","""2019""","""Beemster""","3,7"
"""Geregistreerd in donorregister""","""2020""","""Beemster""","4,1"
"""Geregistreerd in donorregister""","""2021*""","""Beemster""",8
"""Geregistreerd in donorregister""","""2019""","""Beesel""","5,5"
"""Geregistreerd in donorregister""","""2020""","""Beesel""",6
"""Geregistreerd in donorregister""","""2021*""","""Beesel""","11,1"
"""Geregistreerd in donorregister""","""2019""","""Berg en Dal""","14,3"
"""Geregistreerd in donorregister""","""2020""","""Berg en Dal""","15,5"
"""Geregistreerd in donorregister""","""2021*""","""Berg en Dal""",29
"""Geregistreerd in donorregister""","""2019""","""Bergeijk""","7,6"
"""Geregistreerd in donorregister""","""2020""","""Bergeijk""","8,1"
"""Geregistreerd in donorregister""","""2021*""","""Bergeijk""","15,4"
"""Geregistreerd in donorregister""","""2019""","""Bergen (L.)""","5,3"
"""Geregistreerd in donorregister""","""2020""","""Bergen (L.)""","5,8"
"""Geregistreerd in donorregister""","""2021*""","""Bergen (L.)""","10,9"
"""Geregistreerd in donorregister""","""2019""","""Bergen (NH.)""","12,1"
"""Geregistreerd in donorregister""","""2020""","""Bergen (NH.)""","12,9"
"""Geregistreerd in donorregister""","""2021*""","""Bergen (NH.)""",25
"""Geregistreerd in donorregister""","""2019""","""Bergen op Zoom""","26,4"
"""Geregistreerd in donorregister""","""2020""","""Bergen op Zoom""","28,7"
"""Geregistreerd in donorregister""","""2021*""","""Bergen op Zoom""","54,8"
"""Geregistreerd in donorregister""","""2019""","""Berkelland""","17,9"
"""Geregistreerd in donorregister""","""2020""","""Berkelland""","19,1"
"""Geregistreerd in donorregister""","""2021*""","""Berkelland""",36
"""Geregistreerd in donorregister""","""2019""","""Bernheze""","12,2"
"""Geregistreerd in donorregister""","""2020""","""Bernheze""","13,3"
"""Geregistreerd in donorregister""","""2021*""","""Bernheze""","25,2"
"""Geregistreerd in donorregister""","""2019""","""Best""","12,4"
"""Geregistreerd in donorregister""","""2020""","""Best""","13,5"
"""Geregistreerd in donorregister""","""2021*""","""Best""","24,4"
"""Geregistreerd in donorregister""","""2019""","""Beuningen""","10,6"
"""Geregistreerd in donorregister""","""2020""","""Beuningen""","11,5"
"""Geregistreerd in donorregister""","""2021*""","""Beuningen""","21,3"
"""Geregistreerd in donorregister""","""2019""","""Beverwijk""","14,2"
"""Geregistreerd in donorregister""","""2020""","""Beverwijk""","15,8"
"""Geregistreerd in donorregister""","""2021*""","""Beverwijk""","33,6"
"""Geregistreerd in donorregister""","""2019""","""De Bilt""","17,3"
"""Geregistreerd in donorregister""","""2020""","""De Bilt""","18,6"
"""Geregistreerd in donorregister""","""2021*""","""De Bilt""","34,1"
"""Geregistreerd in donorregister""","""2019""","""Bladel""","8,6"
"""Geregistreerd in donorregister""","""2020""","""Bladel""","9,2"
"""Geregistreerd in donorregister""","""2021*""","""Bladel""","16,6"
"""Geregistreerd in donorregister""","""2019""","""Blaricum""","4,2"
"""Geregistreerd in donorregister""","""2020""","""Blaricum""","4,6"
"""Geregistreerd in donorregister""","""2021*""","""Blaricum""","9,2"
"""Geregistreerd in donorregister""","""2019""","""Bloemendaal""","8,8"
"""Geregistreerd in donorregister""","""2020""","""Bloemendaal""","9,5"
"""Geregistreerd in donorregister""","""2021*""","""Bloemendaal""","18,1"
"""Geregistreerd in donorregister""","""2019""","""Bodegraven-Reeuwijk""","12,5"
"""Geregistreerd in donorregister""","""2020""","""Bodegraven-Reeuwijk""","13,6"
"""Geregistreerd in donorregister""","""2021*""","""Bodegraven-Reeuwijk""","27,6"
"""Geregistreerd in donorregister""","""2019""","""Boekel""",4
"""Geregistreerd in donorregister""","""2020""","""Boekel""","4,4"
"""Geregistreerd in donorregister""","""2021*""","""Boekel""","8,7"
"""Geregistreerd in donorregister""","""2019""","""Borger-Odoorn""","9,8"
"""Geregistreerd in donorregister""","""2020""","""Borger-Odoorn""","10,9"
"""Geregistreerd in donorregister""","""2021*""","""Borger-Odoorn""","18,1"
"""Geregistreerd in donorregister""","""2019""","""Borne""","9,2"
"""Geregistreerd in donorregister""","""2020""","""Borne""","9,9"
"""Geregistreerd in donorregister""","""2021*""","""Borne""","18,6"
"""Geregistreerd in donorregister""","""2019""","""Borsele""","8,5"
"""Geregistreerd in donorregister""","""2020""","""Borsele""","9,1"
"""Geregistreerd in donorregister""","""2021*""","""Borsele""",18
"""Geregistreerd in donorregister""","""2019""","""Boxmeer""","12,3"
"""Geregistreerd in donorregister""","""2020""","""Boxmeer""","13,3"
"""Geregistreerd in donorregister""","""2021*""","""Boxmeer""","24,4"
"""Geregistreerd in donorregister""","""2019""","""Boxtel""","13,6"
"""Geregistreerd in donorregister""","""2020""","""Boxtel""","14,5"
"""Geregistreerd in donorregister""","""2021*""","""Boxtel""","26,5"
"""Geregistreerd in donorregister""","""2019""","""Breda""","73,1"
"""Geregistreerd in donorregister""","""2020""","""Breda""","78,8"
"""Geregistreerd in donorregister""","""2021*""","""Breda""","148,9"
"""Geregistreerd in donorregister""","""2019""","""Brielle""","6,8"
"""Geregistreerd in donorregister""","""2020""","""Brielle""","7,3"
"""Geregistreerd in donorregister""","""2021*""","""Brielle""","14,3"
"""Geregistreerd in donorregister""","""2019""","""Bronckhorst""","14,5"
"""Geregistreerd in donorregister""","""2020""","""Bronckhorst""","15,4"
"""Geregistreerd in donorregister""","""2021*""","""Bronckhorst""","29,9"
"""Geregistreerd in donorregister""","""2019""","""Brummen""",8
"""Geregistreerd in donorregister""","""2020""","""Brummen""","8,7"
"""Geregistreerd in donorregister""","""2021*""","""Brummen""","17,3"
"""Geregistreerd in donorregister""","""2019""","""Brunssum""","11,4"
"""Geregistreerd in donorregister""","""2020""","""Brunssum""","12,3"
"""Geregistreerd in donorregister""","""2021*""","""Brunssum""","23,1"
"""Geregistreerd in donorregister""","""2019""","""Bunnik""","6,2"
"""Geregistreerd in donorregister""","""2020""","""Bunnik""","6,6"
"""Geregistreerd in donorregister""","""2021*""","""Bunnik""","11,9"
"""Geregistreerd in donorregister""","""2019""","""Bunschoten""",7
"""Geregistreerd in donorregister""","""2020""","""Bunschoten""","7,7"
"""Geregistreerd in donorregister""","""2021*""","""Bunschoten""","16,9"
"""Geregistreerd in donorregister""","""2019""","""Buren""","9,8"
"""Geregistreerd in donorregister""","""2020""","""Buren""","10,7"
"""Geregistreerd in donorregister""","""2021*""","""Buren""","21,8"
"""Geregistreerd in donorregister""","""2019""","""Capelle aan den IJssel""",22
"""Geregistreerd in donorregister""","""2020""","""Capelle aan den IJssel""","24,6"
