"Status cijfer";"Perioden";"Regio's";"Inwoners naar geslacht en leeftijd/Mannen/Totaal mannen (aantal)";"Inwoners naar geslacht en leeftijd/Mannen/Jonger dan 20 jaar (aantal)";"Inwoners naar geslacht en leeftijd/Mannen/20 tot 65 jaar (aantal)";"Inwoners naar geslacht en leeftijd/Mannen/65 tot 75 jaar (aantal)";"Inwoners naar geslacht en leeftijd/Mannen/75 tot 85 jaar (aantal)";"Inwoners naar geslacht en leeftijd/Mannen/85 jaar of ouder (aantal)";"Inwoners naar geslacht en leeftijd/Vrouwen/Totaal vrouwen (aantal)";"Inwoners naar geslacht en leeftijd/Vrouwen/Jonger dan 20 jaar (aantal)";"Inwoners naar geslacht en leeftijd/Vrouwen/20 tot 65 jaar (aantal)";"Inwoners naar geslacht en leeftijd/Vrouwen/65 tot 75 jaar (aantal)";"Inwoners naar geslacht en leeftijd/Vrouwen/75 tot 85 jaar (aantal)";"Inwoners naar geslacht en leeftijd/Vrouwen/85 jaar of ouder (aantal)";"Minderheden (aantal)";"Banen van werknemers (x 1 000)";"Provinciale wegen (km)";"Inwoners in zorginstellingen (aantal)"
"Definitief";"2020";"Appingedam";5671;1221;3103;811;427;109;5971;1148;3219;833;549;222;600;;;260
"Definitief";"2021";"Appingedam";;;;;;;;;;;;;;;;
"Definitief";"2019";"Arcen en Velden";;;;;;;;;;;;;;;;
"Definitief";"2020";"Arcen en Velden";;;;;;;;;;;;;;;;
"Definitief";"2021";"Arcen en Velden";;;;;;;;;;;;;;;;
"Definitief";"2019";"Arnhem";79573;17635;51030;6951;3086;871;79692;16743;49737;7428;3880;1904;20165;;;2690
"Definitief";"2020";"Arnhem";80805;17722;51777;7213;3197;896;80543;16702;50354;7601;4052;1834;20525;;;2850
"Definitief";"2021";"Arnhem";81376;17437;52348;7410;3264;917;81048;16498;50802;7803;4113;1832;20145;;;2790
"Definitief";"2019";"Assen";33643;8162;19377;3761;1811;532;34320;7489;19459;4000;2349;1023;2235;;;1490
"Definitief";"2020";"Assen";33981;8088;19586;3824;1926;557;34618;7360;19643;4150;2400;1065;2300;;;1670
"Definitief";"2021";"Assen";34078;7906;19674;3949;1968;581;34758;7304;19676;4301;2419;1058;2215;;;1620
"Definitief";"2019";"Asten";8592;1891;4902;1133;547;119;8118;1693;4538;1028;634;225;285;;;220
"Definitief";"2020";"Asten";8590;1847;4905;1151;569;118;8131;1687;4506;1056;656;226;280;;;230
"Definitief";"2021";"Asten";8602;1842;4885;1156;601;118;8215;1662;4577;1063;676;237;270;;;180
"Definitief";"2019";"Baarle-Nassau";3477;660;1934;527;281;75;3370;611;1815;506;319;119;110;;;70
"Definitief";"2020";"Baarle-Nassau";3457;665;1898;513;301;80;3402;630;1817;510;327;118;125;;;70
"Definitief";"2021";"Baarle-Nassau";3461;659;1894;520;306;82;3438;621;1848;524;325;120;105;;;160
"Definitief";"2019";"Baarn";11985;2785;6693;1471;769;267;12782;2576;6938;1669;1073;526;1190;;;1030
"Definitief";"2020";"Baarn";12029;2772;6682;1502;798;275;12839;2561;6890;1691;1108;589;1200;;;1080
"Definitief";"2021";"Baarn";12038;2752;6666;1524;823;273;12754;2497;6839;1711;1124;583;1125;;;1070
"Definitief";"2019";"Barendrecht";23999;6484;13683;2330;1167;335;24674;6088;14070;2538;1412;566;5760;;;450
"Definitief";"2020";"Barendrecht";23992;6391;13640;2390;1219;352;24722;6030;14035;2632;1441;584;5990;;;450
"Definitief";"2021";"Barendrecht";23929;6291;13639;2412;1230;357;24714;5908;14056;2661;1485;604;6025;;;450
"Definitief";"2019";"Barneveld";28917;8578;16040;2543;1374;382;29054;8116;15750;2653;1723;812;1655;;;740
"Definitief";"2020";"Barneveld";29496;8675;16378;2609;1426;408;29586;8227;16032;2757;1739;831;1690;;;750
"Definitief";"2021";"Barneveld";29932;8776;16592;2661;1479;424;30060;8268;16368;2792;1775;857;1660;;;800
"Definitief";"2019";"Bedum";;;;;;;;;;;;;;;;
"Definitief";"2020";"Bedum";;;;;;;;;;;;;;;;
"Definitief";"2021";"Bedum";;;;;;;;;;;;;;;;
"Definitief";"2019";"Beek (L.)";7774;1377;4514;1101;617;165;8155;1424;4539;1145;742;305;455;;;130
"Definitief";"2020";"Beek (L.)";7749;1392;4456;1102;633;166;8116;1407;4504;1154;740;311;455;;;130
"Definitief";"2021";"Beek (L.)";7738;1345;4431;1125;664;173;8137;1408;4498;1156;763;312;405;;;150
"Definitief";"2019";"Beekdaelen";17785;3384;10095;2575;1388;343;17942;3127;9891;2622;1620;682;610;;;380
"Definitief";"2020";"Beekdaelen";17832;3363;10086;2608;1421;354;18106;3126;10035;2580;1677;688;615;;;380
"Definitief";"2021";"Beekdaelen";17941;3385;10081;2605;1523;347;18124;3103;10022;2580;1728;691;650;;;400
"Definitief";"2019";"Beemster";4849;1156;2731;599;272;91;4899;1063;2840;542;330;124;220;;;210
"Definitief";"2020";"Beemster";5003;1201;2815;604;283;100;5019;1115;2882;552;345;125;255;;;210
"Definitief";"2021";"Beemster";5057;1206;2839;617;288;107;5053;1124;2885;567;349;128;255;;;210
"Definitief";"2019";"Beesel";6807;1444;3903;897;460;103;6712;1297;3759;914;523;219;600;;;80
"Definitief";"2020";"Beesel";6785;1398;3875;912;481;119;6697;1285;3718;955;516;223;600;;;90
"Definitief";"2021";"Beesel";6789;1384;3861;924;496;124;6661;1237;3690;983;520;231;575;;;80
"Definitief";"2019";"Bellingwedde";;;;;;;;;;;;;;;;
"Definitief";"2020";"Bellingwedde";;;;;;;;;;;;;;;;
"Definitief";"2021";"Bellingwedde";;;;;;;;;;;;;;;;
"Definitief";"2019";"Bennebroek";;;;;;;;;;;;;;;;
"Definitief";"2020";"Bennebroek";;;;;;;;;;;;;;;;
"Definitief";"2021";"Bennebroek";;;;;;;;;;;;;;;;
"Definitief";"2019";"Berg en Dal";17324;3577;9843;2383;1188;333;17474;3220;9687;2408;1463;696;730;;;840
"Definitief";"2020";"Berg en Dal";17422;3533;9865;2434;1247;343;17570;3202;9704;2448;1501;715;750;;;900
"Definitief";"2021";"Berg en Dal";17441;3466;9824;2512;1287;352;17569;3139;9717;2480;1525;708;710;;;860
"Definitief";"2019";"Bergambacht";;;;;;;;;;;;;;;;
"Definitief";"2020";"Bergambacht";;;;;;;;;;;;;;;;
"Definitief";"2021";"Bergambacht";;;;;;;;;;;;;;;;
"Definitief";"2019";"Bergeijk";9440;2005;5470;1199;625;141;9051;1858;5095;1137;704;257;185;;;110
"Definitief";"2020";"Bergeijk";9546;2001;5530;1200;659;156;9089;1831;5114;1140;723;281;200;;;150
"Definitief";"2021";"Bergeijk";9605;1961;5563;1226;695;160;9149;1813;5126;1177;743;290;190;;;150
"Definitief";"2019";"Bergen (L.)";6575;1223;3842;948;463;99;6565;1312;3698;866;485;204;170;;;140
"Definitief";"2020";"Bergen (L.)";6547;1202;3809;977;463;96;6538;1257;3684;886;491;220;170;;;130
"Definitief";"2021";"Bergen (L.)";6568;1165;3835;1004;459;105;6540;1246;3694;885;501;214;160;;;150
"Definitief";"2019";"Bergen (NH.)";14467;2788;7316;2514;1414;435;15507;2720;7576;2807;1627;777;480;;;780
"Definitief";"2020";"Bergen (NH.)";14399;2699;7286;2471;1497;446;15440;2655;7483;2756;1782;764;460;;;780
"Definitief";"2021";"Bergen (NH.)";14317;2638;7233;2446;1535;465;15398;2607;7457;2747;1820;767;420;;;760
"Definitief";"2019";"Bergen op Zoom";33152;7152;19360;4129;2038;473;33659;6779;19278;4201;2374;1027;7985;;;1380
"Definitief";"2020";"Bergen op Zoom";33467;7097;19524;4198;2120;528;34029;6818;19403;4291;2486;1031;8090;;;1400
"Definitief";"2021";"Bergen op Zoom";33539;7069;19488;4203;2246;533;33975;6737;19315;4342;2558;1023;7925;;;1360
"Definitief";"2019";"Berkelland";21991;4690;12276;3058;1582;385;21913;4531;11601;3134;1884;763;750;;;590
"Definitief";"2020";"Berkelland";21897;4587;12196;3079;1645;390;21850;4422;11584;3110;1933;801;720;;;640
"Definitief";"2021";"Berkelland";21949;4514;12219;3110;1703;403;21897;4300;11698;3132;1982;785;680;;;610
"Definitief";"2019";"Bernheze";15529;3640;8885;1815;938;251;15277;3414;8534;1782;1037;510;490;;;420
"Definitief";"2020";"Bernheze";15786;3632;9027;1867;992;268;15454;3385;8619;1863;1070;517;495;;;450
"Definitief";"2021";"Bernheze";15859;3584;9064;1891;1019;301;15596;3374;8667;1915;1115;525;490;;;440
"Definitief";"2019";"Bernisse";;;;;;;;;;;;;;;;
"Definitief";"2020";"Bernisse";;;;;;;;;;;;;;;;
"Definitief";"2021";"Bernisse";;;;;;;;;;;;;;;;
"Definitief";"2019";"Best";14927;3481;8725;1599;889;233;14894;3290;8686;1574;985;359;1270;;;80
"Definitief";"2020";"Best";15028;3417;8841;1647;880;243;14960;3220;8740;1611;1028;361;1275;;;80
"Definitief";"2021";"Best";15071;3345;8918;1682;886;240;15145;3176;8891;1664;1038;376;1275;;;70
"Definitief";"2019";"Beuningen";12924;2877;7673;1547;679;148;12958;2710;7668;1490;791;299;705;;;150
"Definitief";"2020";"Beuningen";12932;2840;7638;1620;678;156;12958;2657;7647;1535;808;311;720;;;160
"Definitief";"2021";"Beuningen";13044;2835;7655;1660;715;179;13113;2654;7704;1587;842;326;695;;;200
"Definitief";"2019";"Beverwijk";20582;4632;12559;2073;1013;305;20594;4287;12242;2123;1287;655;3670;;;520
"Definitief";"2020";"Beverwijk";20906;4678;12736;2114;1053;325;20720;4293;12314;2186;1308;619;3820;;;510
"Definitief";"2021";"Beverwijk";21052;4646;12840;2187;1057;322;20811;4301;12345;2272;1279;614;3865;;;490
"Definitief";"2019";"het Bildt";;;;;;;;;;;;;;;;
"Definitief";"2020";"het Bildt";;;;;;;;;;;;;;;;
"Definitief";"2021";"het Bildt";;;;;;;;;;;;;;;;
"Definitief";"2019";"De Bilt";20558;5162;11011;2477;1374;534;22266;4812;11645;2751;1922;1136;2075;;;660
"Definitief";"2020";"De Bilt";20752;5234;11027;2513;1418;560;22385;4841;11652;2791;1968;1133;2130;;;650
"Definitief";"2021";"De Bilt";20903;5270;11093;2551;1418;571;22481;4845;11726;2826;1926;1158;2170;;;610
"Definitief";"2019";"Binnenmaas";;;;;;;;;;;;;;;;
"Definitief";"2020";"Binnenmaas";;;;;;;;;;;;;;;;
"Definitief";"2021";"Binnenmaas";;;;;;;;;;;;;;;;
"Definitief";"2019";"Bladel";10227;2258;5933;1207;663;166;9948;2118;5541;1232;763;294;255;;;250
"Definitief";"2020";"Bladel";10348;2240;6013;1228;686;181;10042;2077;5631;1219;809;306;270;;;260
"Definitief";"2021";"Bladel";10429;2257;6045;1223;722;182;10100;2053;5680;1236;824;307;225;;;250
"Definitief";"2019";"Blaricum";5455;1393;2734;865;390;73;5747;1288;2966;913;438;142;555;;;60
"Definitief";"2020";"Blaricum";5619;1478;2806;844;407;84;5921;1347;3045;897;478;154;600;;;60
"Definitief";"2021";"Blaricum";5851;1557;2930;829;439;96;6103;1433;3125;895;484;166;610;;;60
"Definitief";"2019";"Bloemendaal";11321;3006;5537;1543;921;314;12089;2818;5880;1637;1076;678;485;;;540
"Definitief";"2020";"Bloemendaal";11384;2986;5548;1536;957;357;12187;2847;5876;1641;1123;700;510;;;570
"Definitief";"2021";"Bloemendaal";11380;2975;5518;1567;952;368;12098;2784;5836;1639;1140;699;510;;;510
"Definitief";"2019";"Boarnsterhim";;;;;;;;;;;;;;;;
"Definitief";"2020";"Boarnsterhim";;;;;;;;;;;;;;;;
"Definitief";"2021";"Boarnsterhim";;;;;;;;;;;;;;;;
"Definitief";"2019";"Bodegraven";;;;;;;;;;;;;;;;
"Definitief";"2020";"Bodegraven";;;;;;;;;;;;;;;;
"Definitief";"2021";"Bodegraven";;;;;;;;;;;;;;;;
"Definitief";"2019";"Bodegraven-Reeuwijk";17228;4324;9683;1968;1003;250;17234;4074;9536;2010;1161;453;1510;;;210
"Definitief";"2020";"Bodegraven-Reeuwijk";17427;4342;9765;1964;1076;280;17445;4075;9621;2053;1217;479;1560;;;270
"Definitief";"2021";"Bodegraven-Reeuwijk";17651;4329;9927;1985;1114;296;17627;4099;9724;2106;1215;483;1580;;;260
"Definitief";"2019";"Boekel";5402;1270;3182;596;292;62;5186;1217;2938;582;318;131;115;;;300
"Definitief";"2020";"Boekel";5497;1248;3268;615;298;68;5288;1221;3026;572;331;138;110;;;300
"Definitief";"2021";"Boekel";5584;1254;3319;626;314;71;5375;1239;3077;590;335;134;110;;;290
"Definitief";"2019";"Ten Boer";;;;;;;;;;;;;;;;
"Definitief";"2020";"Ten Boer";;;;;;;;;;;;;;;;
"Definitief";"2021";"Ten Boer";;;;;;;;;;;;;;;;
"Definitief";"2019";"Bolsward";;;;;;;;;;;;;;;;
"Definitief";"2020";"Bolsward";;;;;;;;;;;;;;;;
"Definitief";"2021";"Bolsward";;;;;;;;;;;;;;;;
"Definitief";"2019";"Borger-Odoorn";12703;2595;7116;1871;909;212;12669;2448;7031;1829;968;393;305;;;240
"Definitief";"2020";"Borger-Odoorn";12814;2582;7138;1894;974;226;12745;2412;7073;1874;996;390;280;;;230
"Definitief";"2021";"Borger-Odoorn";12812;2501;7165;1924;984;238;12786;2400;7100;1879;1009;398;255;;;250
"Definitief";"2019";"Borne";11561;2867;6322;1410;768;194;11649;2618;6415;1405;869;342;605;;;260
"Definitief";"2020";"Borne";11644;2859;6365;1401;820;199;11668;2602;6347;1459;912;348;615;;;290
"Definitief";"2021";"Borne";11793;2909;6418;1441;824;201;11875;2647;6453;1503;930;342;580;;;260
"Definitief";"2019";"Borsele";11557;2768;6567;1326;702;194;11243;2599;6278;1284;728;354;335;;;250
"Definitief";"2020";"Borsele";11549;2730;6531;1367;719;202;11190;2570;6227;1288;748;357;325;;;260
"Definitief";"2021";"Borsele";11575;2661;6567;1392;739;216;11243;2554;6212;1337;762;378;305;;;250
"Definitief";"2019";"Boskoop";;;;;;;;;;;;;;;;
"Definitief";"2020";"Boskoop";;;;;;;;;;;;;;;;
"Definitief";"2021";"Boskoop";;;;;;;;;;;;;;;;
"Definitief";"2019";"Boxmeer";14573;3048;8393;1955;927;250;14492;2893;8179;1854;1067;499;795;;;400
"Definitief";"2020";"Boxmeer";14754;3024;8477;2008;979;266;14611;2876;8185;1938;1087;525;815;;;440
"Definitief";"2021";"Boxmeer";14890;2992;8554;2073;999;272;14719;2833;8249;2003;1094;540;840;;;420
"Definitief";"2019";"Boxtel";15294;3417;8747;1981;918;231;15453;3350;8567;1977;1045;514;1500;;;610
"Definitief";"2020";"Boxtel";15364;3413;8734;1982;998;237;15437;3288;8506;2036;1098;509;1505;;;600
"Definitief";"2021";"Boxtel";16444;3575;9345;2111;1144;269;16529;3468;9124;2169;1227;541;1480;;;620
"Definitief";"2019";"Breda";90536;20268;54990;9071;4812;1395;93337;19563;55485;9529;5906;2854;14830;;;2560
"Definitief";"2020";"Breda";90569;20075;54891;9172;4990;1441;93500;19458;55455;9679;6048;2860;14870;;;2620
"Definitief";"2021";"Breda";90606;19803;54935;9347;5054;1467;93520;19296;55391;9754;6218;2861;14585;;;2560
"Definitief";"2019";"Breukelen";;;;;;;;;;;;;;;;
"Definitief";"2020";"Breukelen";;;;;;;;;;;;;;;;
"Definitief";"2021";"Breukelen";;;;;;;;;;;;;;;;
"Definitief";"2019";"Brielle";8437;1716;4966;1070;540;145;8745;1702;4960;1162;669;252;510;;;150
"Definitief";"2020";"Brielle";8504;1728;4986;1066;578;146;8767;1672;4987;1143;705;260;520;;;240
"Definitief";"2021";"Brielle";8592;1739;5036;1078;594;145;8847;1690;5009;1172;715;261;545;;;230
"Definitief";"2019";"Bronckhorst";18054;3708;10029;2635;1343;339;18158;3693;9599;2633;1552;681;400;;;380
"Definitief";"2020";"Bronckhorst";17955;3585;9935;2673;1395;367;18100;3598;9501;2644;1645;712;395;;;460
"Definitief";"2021";"Bronckhorst";18007;3519;9927;2775;1413;373;18080;3534;9484;2705;1667;690;365;;;430
"Definitief";"2019";"Brummen";10248;2108;5734;1402;798;206;10450;1961;5702;1437;987;363;915;;;330
"Definitief";"2020";"Brummen";10251;2061;5735;1423;800;232;10475;1938;5695;1448;1010;384;910;;;380
"Definitief";"2021";"Brummen";10374;2048;5811;1446;828;241;10510;1905;5714;1491;1005;395;875;;;380
"Definitief";"2019";"Brunssum";13806;2606;8156;1810;995;239;14297;2460;8071;1955;1265;546;905;;;440
"Definitief";"2020";"Brunssum";13706;2579;7999;1834;1033;261;14115;2346;7910;1995;1297;567;895;;;420
"Definitief";"2021";"Brunssum";13624;2463;7957;1881;1066;257;14046;2329;7836;1975;1349;557;860;;;430
"Definitief";"2019";"Bunnik";7518;1933;4060;842;531;152;7674;1772;4063;911;661;267;405;;;140
"Definitief";"2020";"Bunnik";7526;1933;4028;853;551;161;7665;1761;4067;893;658;286;410;;;140
"Definitief";"2021";"Bunnik";7596;1955;4058;876;532;175;7745;1786;4116;894;644;305;410;;;130
"Definitief";"2019";"Bunschoten";10764;2819;6291;1053;506;95;10812;2828;6117;1071;583;213;690;;;250
"Definitief";"2020";"Bunschoten";10898;2842;6366;1052;535;103;10968;2848;6205;1075;629;211;690;;;290
"Definitief";"2021";"Bunschoten";10974;2823;6461;1043;547;100;11045;2831;6262;1100;646;206;670;;;280
"Definitief";"2019";"Buren";13314;2991;7795;1665;713;150;13254;2925;7563;1702;772;292;390;;;140
"Definitief";"2020";"Buren";13425;2959;7799;1722;776;169;13324;2887;7601;1707;841;288;405;;;160
"Definitief";"2021";"Buren";13586;2932;7920;1778;794;162;13423;2873;7663;1711;876;300;375;;;170
"Definitief";"2019";"Bussum";;;;;;;;;;;;;;;;
"Definitief";"2020";"Bussum";;;;;;;;;;;;;;;;
"Definitief";"2021";"Bussum";;;;;;;;;;;;;;;;
"Definitief";"2019";"Capelle aan den IJssel";32271;7583;18674;3859;1642;513;34547;7171;19998;4136;2172;1070;10065;;;610
"Definitief";"2020";"Capelle aan den IJssel";32505;7525;18807;3886;1783;504;34617;7080;19969;4251;2228;1089;10135;;;620
"Definitief";"2021";"Capelle aan den IJssel";32570;7376;18844;3986;1834;530;34749;7061;19951;4466;2224;1047;10100;;;590
"Definitief";"2019";"Castricum";17634;3857;9747;2299;1324;407;18138;3679;9697;2490;1601;671;695;;;490
"Definitief";"2020";"Castricum";17754;3819;9786;2320;1399;430;18232;3661;9735;2505;1615;716;680;;;510
"Definitief";"2021";"Castricum";17806;3809;9784;2341;1433;439;18280;3638;9726;2517;1669;730;585;;;490
"Definitief";"2019";"Coevorden";17703;3866;9904;2411;1177;345;17780;3649;9623;2382;1470;656;700;;;450
"Definitief";"2020";"Coevorden";17593;3766;9786;2457;1232;352;17704;3599;9525;2430;1499;651;640;;;420
"Definitief";"2021";"Coevorden";17626;3676;9797;2523;1268;362;17691;3520;9531;2473;1527;640;610;;;430
"Definitief";"2019";"Cranendonck";10281;2107;5882;1413;736;143;10159;1979;5610;1432;815;323;480;;;240
"Definitief";"2020";"Cranendonck";10656;2166;6129;1429;766;166;10482;2066;5776;1470;829;341;585;;;260
"Definitief";"2021";"Cranendonck";10655;2088;6188;1411;786;182;10346;1982;5681;1481;877;325;665;;;270
"Definitief";"2019";"Cromstrijen";;;;;;;;;;;;;;;;
"Definitief";"2020";"Cromstrijen";;;;;;;;;;;;;;;;
"Definitief";"2021";"Cromstrijen";;;;;;;;;;;;;;;;
"Definitief";"2019";"Cuijk";12413;2671;7293;1527;758;164;12518;2636;7056;1570;930;326;1820;;;250
