"Status cijfer";"Perioden";"Regio's";"Inwoners naar geslacht en leeftijd/Mannen/Totaal mannen (aantal)";"Inwoners naar geslacht en leeftijd/Mannen/Jonger dan 20 jaar (aantal)";"Inwoners naar geslacht en leeftijd/Mannen/20 tot 65 jaar (aantal)";"Inwoners naar geslacht en leeftijd/Mannen/65 tot 75 jaar (aantal)";"Inwoners naar geslacht en leeftijd/Mannen/75 tot 85 jaar (aantal)";"Inwoners naar geslacht en leeftijd/Mannen/85 jaar of ouder (aantal)";"Inwoners naar geslacht en leeftijd/Vrouwen/Totaal vrouwen (aantal)";"Inwoners naar geslacht en leeftijd/Vrouwen/Jonger dan 20 jaar (aantal)";"Inwoners naar geslacht en leeftijd/Vrouwen/20 tot 65 jaar (aantal)";"Inwoners naar geslacht en leeftijd/Vrouwen/65 tot 75 jaar (aantal)";"Inwoners naar geslacht en leeftijd/Vrouwen/75 tot 85 jaar (aantal)";"Inwoners naar geslacht en leeftijd/Vrouwen/85 jaar of ouder (aantal)";"Minderheden (aantal)";"Banen van werknemers (x 1 000)";"Provinciale wegen (km)";"Inwoners in zorginstellingen (aantal)"
"Definitief";"2020";"Cuijk";12553;2643;7398;1547;795;170;12577;2566;7109;1622;938;342;1800;;;280
"Definitief";"2021";"Cuijk";12689;2621;7516;1539;829;184;12715;2517;7244;1630;973;351;1745;;;300
"Definitief";"2019";"Culemborg";14147;3527;8294;1465;670;191;14408;3206;8382;1605;861;354;3235;;;330
"Definitief";"2020";"Culemborg";14374;3545;8430;1489;722;188;14581;3193;8514;1640;894;340;3275;;;280
"Definitief";"2021";"Culemborg";14437;3519;8402;1578;736;202;14684;3182;8517;1725;909;351;3185;;;260
"Definitief";"2019";"Dalfsen";14395;3536;8036;1671;919;233;14104;3359;7681;1580;1069;415;325;;;220
"Definitief";"2020";"Dalfsen";14441;3488;8032;1709;956;256;14146;3333;7668;1609;1096;440;335;;;240
"Definitief";"2021";"Dalfsen";14603;3480;8131;1748;979;265;14298;3333;7735;1650;1118;462;340;;;250
"Definitief";"2019";"Dantumadeel";;;;;;;;;;;;;;;;
"Definitief";"2020";"Dantumadeel";;;;;;;;;;;;;;;;
"Definitief";"2021";"Dantumadeel";;;;;;;;;;;;;;;;
"Definitief";"2019";"Dantumadiel";9515;2186;5394;1203;610;122;9408;2180;5036;1181;709;302;205;;;380
"Definitief";"2020";"Dantumadiel";9531;2175;5372;1221;624;139;9391;2163;4984;1177;739;328;190;;;400
"Definitief";"2021";"Dantumadiel";9529;2141;5341;1231;658;158;9414;2126;4989;1178;776;345;175;;;390
"Definitief";"2019";"Delft";54831;9799;37541;4785;2074;632;48332;8832;30783;4791;2582;1344;9515;;;910
"Definitief";"2020";"Delft";54733;9732;37356;4838;2180;627;48862;8906;31117;4869;2663;1307;9555;;;920
"Definitief";"2021";"Delft";54657;9758;37103;4951;2197;648;48924;8954;30999;5040;2652;1279;9475;;;940
"Definitief";"2019";"Delfzijl";12408;2498;7001;1681;958;270;12308;2374;6658;1682;1159;435;1800;;;330
"Definitief";"2020";"Delfzijl";12429;2449;7050;1652;1009;269;12249;2347;6593;1667;1172;470;1815;;;370
"Definitief";"2021";"Delfzijl";;;;;;;;;;;;;;;;
"Definitief";"2019";"Deurne";16302;3583;9468;2027;987;237;16060;3387;9093;1865;1255;460;705;;;580
"Definitief";"2020";"Deurne";16364;3518;9458;2088;1034;266;16107;3370;9084;1894;1275;484;705;;;610
"Definitief";"2021";"Deurne";16328;3473;9414;2111;1056;274;16109;3337;8994;1984;1283;511;660;;;610
"Definitief";"2019";"Deventer";49430;11491;29813;4891;2470;765;50527;11125;29647;5234;3007;1514;9260;;;1390
"Definitief";"2020";"Deventer";49763;11366;30060;4971;2576;790;50956;11088;29867;5383;3098;1520;9335;;;1400
"Definitief";"2021";"Deventer";50032;11149;30367;5100;2643;773;51204;10984;30070;5522;3160;1468;9300;;;1360
"Definitief";"2019";"Diemen";14263;3045;9110;1270;629;209;14933;3026;9430;1338;779;360;5220;;;270
"Definitief";"2020";"Diemen";15049;3186;9696;1306;642;219;15731;3189;10018;1385;790;349;5395;;;270
"Definitief";"2021";"Diemen";15337;3195;9918;1367;633;224;15997;3154;10241;1460;786;356;5400;;;270
"Definitief";"2019";"Dijk en Waard";;;;;;;;;;;;;;;;
"Definitief";"2020";"Dijk en Waard";;;;;;;;;;;;;;;;
"Definitief";"2021";"Dijk en Waard";;;;;;;;;;;;;;;;
"Definitief";"2019";"Dinkelland";13432;3096;7637;1623;854;222;12918;2871;7036;1475;1035;501;290;;;410
"Definitief";"2020";"Dinkelland";13513;3049;7678;1674;868;244;12948;2800;7080;1510;1042;516;290;;;400
"Definitief";"2021";"Dinkelland";13605;3026;7720;1724;883;252;13001;2803;7110;1518;1052;518;280;;;390
"Definitief";"2019";"Dirksland";;;;;;;;;;;;;;;;
"Definitief";"2020";"Dirksland";;;;;;;;;;;;;;;;
"Definitief";"2021";"Dirksland";;;;;;;;;;;;;;;;
"Definitief";"2019";"Doesburg";5458;1103;3076;808;387;84;5690;1022;3147;916;446;159;950;;;90
"Definitief";"2020";"Doesburg";5410;1072;3002;835;412;89;5667;992;3115;919;473;168;940;;;100
"Definitief";"2021";"Doesburg";5384;1027;2995;839;434;89;5680;960;3092;962;511;155;930;;;110
"Definitief";"2019";"Doetinchem";28558;6418;16638;3361;1673;468;28997;6189;16378;3527;2027;876;2635;;;1170
"Definitief";"2020";"Doetinchem";28791;6389;16748;3467;1693;494;29210;6189;16494;3594;2064;869;2700;;;1220
"Definitief";"2021";"Doetinchem";28919;6329;16781;3571;1745;493;29351;6078;16621;3682;2112;858;2545;;;1270
"Definitief";"2019";"Dongen";13029;2902;7570;1592;786;179;13022;2673;7440;1580;912;417;1275;;;400
"Definitief";"2020";"Dongen";13095;2877;7605;1599;809;205;13127;2665;7485;1611;940;426;1315;;;440
"Definitief";"2021";"Dongen";13219;2866;7653;1638;858;204;13149;2640;7483;1633;967;426;1265;;;430
"Definitief";"2019";"Dongeradeel";;;;;;;;;;;;;;;;
"Definitief";"2020";"Dongeradeel";;;;;;;;;;;;;;;;
"Definitief";"2021";"Dongeradeel";;;;;;;;;;;;;;;;
"Definitief";"2019";"Dordrecht";58671;13036;35437;6213;3050;935;59983;12702;34997;6641;3800;1843;16275;;;2010
"Definitief";"2020";"Dordrecht";59044;13063;35512;6329;3177;963;60240;12544;35192;6719;3953;1832;16515;;;1990
"Definitief";"2021";"Dordrecht";59019;12840;35608;6434;3194;943;60096;12348;35147;6831;3965;1805;16170;;;1870
"Definitief";"2019";"Drechterland";9919;2296;5579;1319;598;127;9678;2217;5347;1261;617;236;375;;;180
"Definitief";"2020";"Drechterland";9990;2287;5612;1314;639;138;9729;2169;5399;1278;636;247;385;;;200
"Definitief";"2021";"Drechterland";10035;2272;5641;1317;665;140;9803;2178;5430;1294;654;247;365;;;200
"Definitief";"2019";"Drimmelen";13590;2774;7910;1869;832;205;13560;2697;7743;1772;980;368;365;;;490
"Definitief";"2020";"Drimmelen";13634;2752;7889;1887;898;208;13638;2666;7757;1802;1039;374;390;;;500
"Definitief";"2021";"Drimmelen";13639;2712;7852;1910;960;205;13686;2625;7780;1825;1067;389;370;;;510
"Definitief";"2019";"Dronten";20469;5059;11962;2057;1064;327;20346;4789;11739;2143;1171;504;1990;;;260
"Definitief";"2020";"Dronten";20832;5079;12217;2089;1098;349;20723;4820;11984;2172;1215;532;2115;;;270
"Definitief";"2021";"Dronten";21062;5018;12431;2144;1129;340;20949;4726;12200;2227;1245;551;2015;;;290
"Definitief";"2019";"Druten";9373;2176;5530;1078;483;106;9424;2028;5492;1053;620;231;890;;;470
"Definitief";"2020";"Druten";9445;2173;5529;1114;523;106;9481;1974;5529;1096;630;252;875;;;480
"Definitief";"2021";"Druten";9504;2121;5558;1154;554;117;9487;1912;5541;1125;657;252;855;;;470
"Definitief";"2019";"Duiven";12516;2919;7441;1376;611;169;12816;2743;7577;1381;804;311;795;;;150
"Definitief";"2020";"Duiven";12410;2809;7352;1429;650;170;12716;2640;7512;1444;794;326;785;;;180
"Definitief";"2021";"Duiven";12403;2720;7358;1478;661;186;12663;2579;7436;1514;809;325;755;;;190
"Definitief";"2019";"Echt-Susteren";15868;2858;9232;2377;1140;261;15770;2669;8908;2249;1340;604;605;;;690
"Definitief";"2020";"Echt-Susteren";15823;2828;9109;2408;1212;266;15787;2677;8847;2289;1384;590;600;;;690
"Definitief";"2021";"Echt-Susteren";15898;2808;9114;2448;1236;292;15853;2649;8839;2346;1439;580;600;;;700
"Definitief";"2019";"Edam-Volendam";18039;4224;10224;2291;1096;204;18060;4045;10107;2350;1202;356;935;;;320
"Definitief";"2020";"Edam-Volendam";18097;4140;10262;2319;1162;214;18100;4003;10127;2323;1290;357;960;;;310
"Definitief";"2021";"Edam-Volendam";18133;4059;10319;2354;1196;205;18135;3926;10156;2337;1353;363;930;;;310
"Definitief";"2019";"Ede";57175;14694;32877;5763;2922;919;58535;14168;32934;6000;3681;1752;6600;;;1520
"Definitief";"2020";"Ede";58011;14732;33318;5988;3026;947;59154;14081;33366;6159;3745;1803;6700;;;1600
"Definitief";"2021";"Ede";58734;14745;33791;6164;3061;973;59796;14165;33666;6412;3783;1770;6440;;;1640
"Definitief";"2019";"Eemnes";4501;1110;2516;555;251;69;4612;1052;2586;580;302;92;225;;;60
"Definitief";"2020";"Eemnes";4571;1108;2563;553;268;79;4676;1026;2643;571;329;107;255;;;80
"Definitief";"2021";"Eemnes";4592;1100;2564;562;283;83;4770;1053;2674;593;334;116;250;;;80
"Definitief";"2019";"Eemsdelta";;;;;;;;;;;;;;;;
"Definitief";"2020";"Eemsdelta";;;;;;;;;;;;;;;;
"Definitief";"2021";"Eemsdelta";22841;4583;12844;3206;1734;474;22746;4329;12354;3185;2044;834;2495;;;700
"Definitief";"2019";"Eemsmond";;;;;;;;;;;;;;;;
"Definitief";"2020";"Eemsmond";;;;;;;;;;;;;;;;
"Definitief";"2021";"Eemsmond";;;;;;;;;;;;;;;;
"Definitief";"2019";"Eersel";9674;2025;5638;1175;659;177;9436;1923;5290;1117;804;302;220;;;440
"Definitief";"2020";"Eersel";9785;2055;5651;1201;688;190;9528;1905;5348;1151;805;319;240;;;450
"Definitief";"2021";"Eersel";9885;2064;5717;1211;683;210;9643;1926;5386;1176;820;335;225;;;440
"Definitief";"2019";"Eijsden";;;;;;;;;;;;;;;;
"Definitief";"2020";"Eijsden";;;;;;;;;;;;;;;;
"Definitief";"2021";"Eijsden";;;;;;;;;;;;;;;;
"Definitief";"2019";"Eijsden-Margraten";12843;2626;7158;1814;994;251;12815;2440;7087;1758;1118;412;355;;;350
"Definitief";"2020";"Eijsden-Margraten";12903;2630;7115;1861;1044;253;12865;2427;7052;1799;1152;435;310;;;340
"Definitief";"2021";"Eijsden-Margraten";12979;2661;7114;1884;1061;259;12921;2396;7108;1835;1169;413;320;;;280
"Definitief";"2019";"Eindhoven";119157;23706;77830;10158;5643;1820;112485;22109;69356;10541;7061;3418;26415;;;2220
"Definitief";"2020";"Eindhoven";120779;23745;79140;10160;5827;1907;113615;22113;70299;10649;7067;3487;26970;;;2400
"Definitief";"2021";"Eindhoven";121651;23764;79778;10242;5971;1896;114040;21995;70692;10824;7045;3484;26605;;;2620
"Definitief";"2019";"Elburg";11516;3061;6374;1296;626;159;11570;2834;6312;1357;730;337;265;;;370
"Definitief";"2020";"Elburg";11555;3019;6432;1273;671;160;11606;2802;6341;1344;781;338;265;;;390
"Definitief";"2021";"Elburg";11762;3031;6587;1284;692;168;11667;2771;6410;1350;800;336;275;;;370
"Definitief";"2019";"Emmen";53289;11565;30499;6942;3420;863;53824;10821;30080;6958;4257;1708;2860;;;1330
"Definitief";"2020";"Emmen";53337;11266;30520;7080;3562;909;53711;10677;29879;7060;4325;1770;2885;;;1360
"Definitief";"2021";"Emmen";53296;11038;30459;7195;3642;962;53728;10539;29813;7184;4409;1783;2700;;;1520
"Definitief";"2019";"Enkhuizen";9285;2082;5334;1175;545;149;9222;1884;5217;1233;644;244;795;;;250
"Definitief";"2020";"Enkhuizen";9326;2075;5340;1195;561;155;9265;1862;5229;1225;684;265;800;;;280
"Definitief";"2021";"Enkhuizen";9365;2084;5352;1201;579;149;9272;1863;5205;1248;698;258;780;;;260
"Definitief";"2019";"Enschede";81148;17633;50778;7750;4013;974;77838;16413;46106;8277;4939;2103;16075;;;2640
"Definitief";"2020";"Enschede";81539;17651;50912;7835;4152;989;78101;16259;46398;8283;5018;2143;16270;;;2760
"Definitief";"2021";"Enschede";81678;17384;51156;7894;4209;1035;78054;15998;46474;8349;5105;2128;15835;;;2680
"Definitief";"2019";"Epe";16489;3617;9102;2227;1219;324;16656;3348;8833;2361;1446;668;1340;;;460
"Definitief";"2020";"Epe";16491;3562;9036;2268;1285;340;16687;3291;8835;2376;1485;700;1345;;;490
"Definitief";"2021";"Epe";16552;3500;9110;2268;1342;332;16646;3261;8807;2395;1510;673;1275;;;480
"Definitief";"2019";"Ermelo";13337;3069;7425;1672;909;262;13521;2848;7295;1769;1116;493;735;;;1220
"Definitief";"2020";"Ermelo";13426;3053;7477;1667;960;269;13582;2823;7341;1756;1164;498;740;;;1230
"Definitief";"2021";"Ermelo";13437;3042;7458;1692;963;282;13579;2768;7350;1796;1144;521;690;;;1350
"Definitief";"2019";"Etten-Leur";21577;5049;12396;2591;1239;302;22197;4860;12625;2707;1456;549;2755;;;560
"Definitief";"2020";"Etten-Leur";21680;5045;12401;2616;1304;314;22198;4814;12596;2725;1509;554;2775;;;500
"Definitief";"2021";"Etten-Leur";21641;5025;12302;2644;1347;323;22228;4740;12558;2762;1580;588;2655;;;490
"Definitief";"2019";"Ferwerderadiel";;;;;;;;;;;;;;;;
"Definitief";"2020";"Ferwerderadiel";;;;;;;;;;;;;;;;
"Definitief";"2021";"Ferwerderadiel";;;;;;;;;;;;;;;;
"Definitief";"2019";"Franekeradeel";;;;;;;;;;;;;;;;
"Definitief";"2020";"Franekeradeel";;;;;;;;;;;;;;;;
"Definitief";"2021";"Franekeradeel";;;;;;;;;;;;;;;;
"Definitief";"2019";"De Friese Meren";;;;;;;;;;;;;;;;
"Definitief";"2020";"De Friese Meren";;;;;;;;;;;;;;;;
"Definitief";"2021";"De Friese Meren";;;;;;;;;;;;;;;;
"Definitief";"2019";"De Fryske Marren";25860;5930;14349;3475;1654;452;25570;5690;13739;3342;1958;841;875;;;610
"Definitief";"2020";"De Fryske Marren";25940;5845;14321;3485;1815;474;25624;5623;13741;3375;2049;836;920;;;620
"Definitief";"2021";"De Fryske Marren";26056;5737;14408;3505;1927;479;25722;5540;13776;3409;2134;863;970;;;650
"Definitief";"2019";"Gaasterlân-Sleat";;;;;;;;;;;;;;;;
"Definitief";"2020";"Gaasterlân-Sleat";;;;;;;;;;;;;;;;
"Definitief";"2021";"Gaasterlân-Sleat";;;;;;;;;;;;;;;;
"Definitief";"2019";"Geertruidenberg";10675;2398;6167;1346;636;128;10840;2292;6173;1373;710;292;520;;;320
"Definitief";"2020";"Geertruidenberg";10700;2358;6202;1323;681;136;10844;2254;6187;1340;757;306;530;;;330
"Definitief";"2021";"Geertruidenberg";10808;2342;6266;1326;711;163;10962;2263;6211;1373;802;313;475;;;380
"Definitief";"2019";"Geldermalsen";;;;;;;;;;;;;;;;
"Definitief";"2020";"Geldermalsen";;;;;;;;;;;;;;;;
"Definitief";"2021";"Geldermalsen";;;;;;;;;;;;;;;;
"Definitief";"2019";"Geldrop-Mierlo";19642;4421;11290;2328;1277;326;19953;4155;11124;2473;1574;627;1760;;;250
"Definitief";"2020";"Geldrop-Mierlo";19721;4407;11308;2329;1346;331;20005;4115;11144;2502;1611;633;1750;;;270
"Definitief";"2021";"Geldrop-Mierlo";19934;4377;11452;2387;1363;355;20132;4075;11226;2535;1658;638;1660;;;270
"Definitief";"2019";"Gemert-Bakel";15416;3352;9252;1775;823;214;15031;3371;8621;1710;957;372;460;;;210
"Definitief";"2020";"Gemert-Bakel";15587;3363;9260;1881;853;230;15136;3364;8654;1763;977;378;485;;;190
"Definitief";"2021";"Gemert-Bakel";15586;3326;9209;1945;870;236;15174;3296;8639;1831;1014;394;435;;;200
"Definitief";"2019";"Gennep";8708;1845;4917;1196;611;139;8363;1719;4673;1106;617;248;465;;;680
"Definitief";"2020";"Gennep";8661;1797;4856;1228;629;151;8260;1630;4616;1127;637;250;445;;;700
"Definitief";"2021";"Gennep";8705;1760;4878;1272;640;155;8330;1607;4601;1186;674;262;420;;;720
"Definitief";"2019";"Giessenlanden";;;;;;;;;;;;;;;;
"Definitief";"2020";"Giessenlanden";;;;;;;;;;;;;;;;
"Definitief";"2021";"Giessenlanden";;;;;;;;;;;;;;;;
"Definitief";"2019";"Gilze en Rijen";13192;2960;7641;1609;815;167;13239;2851;7528;1627;905;328;1590;;;260
"Definitief";"2020";"Gilze en Rijen";13182;2907;7619;1630;846;180;13249;2846;7448;1673;941;341;1600;;;280
"Definitief";"2021";"Gilze en Rijen";13347;2930;7708;1628;889;192;13376;2843;7528;1668;990;347;1605;;;280
"Definitief";"2019";"Goedereede";;;;;;;;;;;;;;;;
"Definitief";"2020";"Goedereede";;;;;;;;;;;;;;;;
"Definitief";"2021";"Goedereede";;;;;;;;;;;;;;;;
"Definitief";"2019";"Goeree-Overflakkee";24506;5626;13925;2978;1541;436;25105;5438;13933;3000;1872;862;740;;;990
"Definitief";"2020";"Goeree-Overflakkee";24729;5650;13987;3047;1599;446;25320;5427;14031;3057;1938;867;775;;;990
"Definitief";"2021";"Goeree-Overflakkee";24999;5654;14129;3148;1625;443;25590;5424;14174;3173;1944;875;715;;;1010
"Definitief";"2019";"Goes";18448;3969;10493;2319;1258;409;19205;3768;10577;2519;1505;836;1445;;;810
"Definitief";"2020";"Goes";18692;3971;10642;2358;1295;426;19390;3768;10686;2536;1559;841;1490;;;820
"Definitief";"2021";"Goes";18900;3987;10757;2362;1353;441;19694;3816;10817;2582;1622;857;1435;;;880
"Definitief";"2019";"Goirle";11831;2853;6419;1623;767;169;11962;2540;6584;1629;893;316;670;;;350
"Definitief";"2020";"Goirle";11854;2842;6395;1653;782;182;12050;2544;6577;1683;913;333;700;;;360
"Definitief";"2021";"Goirle";11893;2818;6430;1666;796;183;12059;2534;6548;1734;930;313;675;;;380
"Definitief";"2019";"Gooise Meren";27870;7538;15047;2935;1736;614;29845;7121;15743;3377;2383;1221;2785;;;650
"Definitief";"2020";"Gooise Meren";28038;7525;15161;2930;1784;638;30017;7167;15891;3334;2403;1222;2840;;;650
"Definitief";"2021";"Gooise Meren";28344;7552;15457;2910;1781;644;30180;7144;16044;3370;2375;1247;2825;;;650
"Definitief";"2019";"Gorinchem";18170;4314;10835;1795;960;266;18512;3964;10897;1970;1155;526;4605;;;460
"Definitief";"2020";"Gorinchem";18393;4332;10984;1822;980;275;18629;3933;10990;1991;1182;533;4650;;;500
"Definitief";"2021";"Gorinchem";18578;4269;11163;1841;1028;277;18832;3930;11097;2072;1194;539;4495;;;470
"Definitief";"2019";"Gouda";35902;8384;21272;3815;1905;526;37279;8296;21423;4075;2341;1144;9680;;;1050
"Definitief";"2020";"Gouda";36047;8263;21404;3882;1960;538;37380;8232;21445;4151;2406;1146;9785;;;1150
"Definitief";"2021";"Gouda";36244;8183;21538;3992;1965;566;37437;8037;21515;4325;2399;1161;9590;;;1170
"Definitief";"2019";"Graafstroom";;;;;;;;;;;;;;;;
"Definitief";"2020";"Graafstroom";;;;;;;;;;;;;;;;
"Definitief";"2021";"Graafstroom";;;;;;;;;;;;;;;;
"Definitief";"2019";"Graft-De Rijp";;;;;;;;;;;;;;;;
"Definitief";"2020";"Graft-De Rijp";;;;;;;;;;;;;;;;
"Definitief";"2021";"Graft-De Rijp";;;;;;;;;;;;;;;;
"Definitief";"2019";"Grave";6339;1338;3680;828;399;94;6144;1282;3413;835;434;180;305;;;330
"Definitief";"2020";"Grave";6327;1319;3655;835;413;105;6109;1215;3418;829;451;196;315;;;310
"Definitief";"2021";"Grave";6378;1320;3690;842;415;111;6108;1200;3405;850;458;195;380;;;290
"Definitief";"2019";"'s-Gravenhage (gemeente)";266778;62727;168965;22092;9977;3017;271055;60418;167703;23493;12801;6640;138430;;;8060
"Definitief";"2020";"'s-Gravenhage (gemeente)";271121;63034;172045;22549;10454;3039;274717;60677;170244;24032;13258;6506;139775;;;8240
"Definitief";"2021";"'s-Gravenhage (gemeente)";272686;62463;173299;23245;10653;3026;275634;59876;171337;24660;13438;6323;137955;;;8250
"Definitief";"2019";"Groesbeek";;;;;;;;;;;;;;;;
"Definitief";"2020";"Groesbeek";;;;;;;;;;;;;;;;
"Definitief";"2021";"Groesbeek";;;;;;;;;;;;;;;;
"Definitief";"2019";"Groningen (gemeente)";114937;21517;78287;9600;4228;1305;116362;22016;76130;9942;5456;2818;12340;;;2680
"Definitief";"2020";"Groningen (gemeente)";115838;21402;78845;9868;4352;1371;117036;21633;76793;10168;5621;2821;12455;;;2640
"Definitief";"2021";"Groningen (gemeente)";116177;21327;78800;10146;4494;1410;117096;21291;76759;10481;5745;2820;11900;;;2590
"Definitief";"2019";"Grootegast";;;;;;;;;;;;;;;;
"Definitief";"2020";"Grootegast";;;;;;;;;;;;;;;;
"Definitief";"2021";"Grootegast";;;;;;;;;;;;;;;;
"Definitief";"2019";"Gulpen-Wittem";7218;1220;4071;1163;603;161;7028;1063;3942;1088;664;271;155;;;230
"Definitief";"2020";"Gulpen-Wittem";7168;1174;4016;1152;650;176;7003;1050;3861;1102;691;299;160;;;240
"Definitief";"2021";"Gulpen-Wittem";7155;1170;3981;1153;683;168;7051;1066;3856;1103;718;308;160;;;260
"Definitief";"2019";"Haaksbergen";12149;2704;6752;1596;889;208;12128;2606;6455;1579;1100;388;960;;;340
"Definitief";"2020";"Haaksbergen";12227;2673;6777;1619;939;219;12084;2515;6451;1579;1122;417;940;;;360
"Definitief";"2021";"Haaksbergen";12155;2595;6727;1630;963;240;12074;2485;6413;1612;1134;430;925;;;380
"Definitief";"2019";"Haaren";7201;1477;4129;1002;503;90;6994;1433;3937;907;534;183;185;;;440
"Definitief";"2020";"Haaren";7285;1469;4158;1035;526;97;7085;1421;3995;924;540;205;195;;;490
"Definitief";"2021";"Haaren";;;;;;;;;;;;;;;;
"Definitief";"2019";"Haarlem";79000;18232;48683;7421;3572;1092;82265;17257;49622;8165;4885;2336;16755;;;1620
"Definitief";"2020";"Haarlem";79910;18419;49209;7481;3690;1111;82992;17392;50013;8259;4956;2372;17055;;;1980
"Definitief";"2021";"Haarlem";79836;18235;49151;7602;3717;1131;82707;17273;49797;8430;4932;2275;16595;;;1860
"Definitief";"2019";"Haarlemmerliede en Spaarnwoude";;;;;;;;;;;;;;;;
"Definitief";"2020";"Haarlemmerliede en Spaarnwoude";;;;;;;;;;;;;;;;
"Definitief";"2021";"Haarlemmerliede en Spaarnwoude";;;;;;;;;;;;;;;;
"Definitief";"2019";"Haarlemmermeer";76757;19091;45540;7755;3565;806;77478;18151;45711;7863;4128;1625;13590;;;1240
"Definitief";"2020";"Haarlemmermeer";77677;18985;46139;7972;3736;845;78325;18147;46229;8003;4302;1644;14290;;;1270
"Definitief";"2021";"Haarlemmermeer";78563;19054;46629;8105;3892;883;79226;18284;46650;8179;4419;1694;14815;;;1270
"Definitief";"2019";"Halderberge";15060;3079;8691;2012;1029;249;15134;2996;8439;2056;1168;475;1640;;;430
"Definitief";"2020";"Halderberge";15062;3084;8608;2016;1089;265;15222;2990;8429;2063;1231;509;1715;;;450
"Definitief";"2021";"Halderberge";15141;3069;8637;2015;1144;276;15289;2970;8457;2071;1277;514;1670;;;480
"Definitief";"2019";"Hardenberg";30725;7694;17797;3230;1596;408;29849;7266;16688;3140;1959;796;820;;;860
"Definitief";"2020";"Hardenberg";30927;7581;17919;3335;1638;454;30021;7248;16784;3178;2013;798;840;;;900
"Definitief";"2021";"Hardenberg";31153;7501;18071;3406;1714;461;30204;7168;16902;3284;2008;842;890;;;900
"Definitief";"2019";"Harderwijk";23510;5989;13649;2382;1154;336;24071;5613;13685;2673;1476;624;4320;;;470
"Definitief";"2020";"Harderwijk";23964;6069;13883;2442;1224;346;24450;5674;13857;2742;1526;651;4365;;;470
"Definitief";"2021";"Harderwijk";24089;5967;14011;2522;1240;349;24637;5616;13956;2834;1556;675;4305;;;510
"Definitief";"2019";"Hardinxveld-Giessendam";9014;2417;5099;887;465;146;9037;2297;4883;955;618;284;310;;;210
"Definitief";"2020";"Hardinxveld-Giessendam";9132;2456;5159;890;478;149;9163;2324;4936;981;630;292;345;;;210
"Definitief";"2021";"Hardinxveld-Giessendam";9162;2476;5177;895;473;141;9251;2321;4999;1000;638;293;320;;;180
"Definitief";"2019";"Haren";;;;;;;;;;;;;;;;
"Definitief";"2020";"Haren";;;;;;;;;;;;;;;;
"Definitief";"2021";"Haren";;;;;;;;;;;;;;;;
"Definitief";"2019";"Harenkarspel";;;;;;;;;;;;;;;;
"Definitief";"2020";"Harenkarspel";;;;;;;;;;;;;;;;
"Definitief";"2021";"Harenkarspel";;;;;;;;;;;;;;;;
"Definitief";"2019";"Harlingen";7924;1813;4285;1089;615;122;7834;1618;4163;1169;642;242;355;;;250
"Definitief";"2020";"Harlingen";7879;1775;4219;1099;645;141;7843;1595;4136;1200;664;248;385;;;250
"Definitief";"2021";"Harlingen";7926;1718;4265;1111;681;151;7881;1553;4156;1204;713;255;370;;;240
"Definitief";"2019";"Hattem";6052;1521;3299;734;398;100;6121;1420;3232;778;474;217;190;;;140
"Definitief";"2020";"Hattem";6059;1531;3302;716;407;103;6150;1409;3250;782;494;215;175;;;130
"Definitief";"2021";"Hattem";6058;1543;3275;728;399;113;6170;1386;3269;804;488;223;195;;;120
"Definitief";"2019";"Heemskerk";19169;4243;11016;2201;1308;401;19995;3983;11331;2319;1653;709;2305;;;560
"Definitief";"2020";"Heemskerk";19184;4157;11023;2256;1338;410;19998;3899;11363;2307;1693;736;2310;;;600
"Definitief";"2021";"Heemskerk";19149;4121;10998;2303;1305;422;20042;3863;11354;2354;1714;757;2210;;;590
"Definitief";"2019";"Heemstede";12900;3252;6598;1655;1034;361;14386;3196;6968;1967;1446;809;830;;;600
"Definitief";"2020";"Heemstede";12875;3236;6542;1645;1093;359;14359;3200;6925;1943;1511;780;850;;;590
"Definitief";"2021";"Heemstede";13078;3299;6601;1703;1102;373;14467;3258;6932;2007;1484;786;850;;;580
"Definitief";"2019";"Heerde";9149;2086;5061;1216;636;150;9397;2070;4994;1242;741;350;225;;;260
"Definitief";"2020";"Heerde";9178;2079;5055;1217;661;166;9411;2047;5006;1241;778;339;225;;;250
"Definitief";"2021";"Heerde";9254;2111;5074;1227;674;168;9522;2043;5078;1267;784;350;225;;;250
"Definitief";"2019";"Heerenveen";24984;5878;14152;2941;1577;436;25273;5485;13944;3050;1889;905;1790;;;680
"Definitief";"2020";"Heerenveen";25115;5821;14242;2946;1687;419;25378;5419;14001;3045;1968;945;1850;;;650
"Definitief";"2021";"Heerenveen";25207;5752;14286;3021;1709;439;25443;5360;13971;3131;2012;969;1730;;;710
"Definitief";"2019";"Heerhugowaard";28677;7318;16657;2943;1473;286;28065;6845;15990;3223;1565;442;4215;;;850
"Definitief";"2020";"Heerhugowaard";29042;7333;16821;2958;1620;310;28545;6931;16210;3256;1672;476;4325;;;830
"Definitief";"2021";"Heerhugowaard";29417;7282;17117;2973;1707;338;28970;6910;16515;3265;1793;487;4170;;;780
"Definitief";"2019";"Heerlen";43082;7991;26174;5360;2788;769;43750;7558;25326;5551;3554;1761;5310;;;1330
"Definitief";"2020";"Heerlen";43321;7915;26244;5489;2872;801;43765;7523;25232;5619;3593;1798;5520;;;1380
